dt_captura,agencia,no_emissor_padronizado,no_emissor_original,no_tipo_rating,de_rating_br,de_outlook,dt_acao_rating,link
2026-06-19,Moody's,BANCO STELLANTIS,Banco Stellantis S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-12-18,
2026-06-19,Moody's,BANCO STELLANTIS,Banco Stellantis S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-12-18,
2026-06-19,Moody's,BANCO STELLANTIS,Banco Stellantis S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-12-18,
2026-06-19,Moody's,BANCO TOPAZIO,Banco Topázio S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-01-09,
2026-06-19,Moody's,BANCO TOPAZIO,Banco Topázio S.A.,Rating de Depósitos Bancários,A.br,Perspectiva negativa,2026-01-09,
2026-06-19,Moody's,BANCO TOPAZIO,Banco Topázio S.A.,Rating de Emissor,A.br,Perspectiva negativa,2026-01-09,
2026-06-19,Moody's,BANCO TRATON,Banco Traton Brasil S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-09-17,
2026-06-19,Moody's,BANCO TRATON,Banco Traton Brasil S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-09-17,
2026-06-19,Moody's,BANCO TRATON,Banco Traton Brasil S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-09-17,
2026-06-19,Moody's,BANCO VOLKSWAGEN,Banco Volkswagen S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-09-17,
2026-06-19,Moody's,BANCO VOLKSWAGEN,Banco Volkswagen S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-09-17,
2026-06-19,Moody's,BANCO VOLKSWAGEN,Banco Volkswagen S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-09-17,
2026-06-19,Moody's,BANCO VOTORANTIM,Banco Votorantim S.A. (Banco BV),Rating de Depósitos Bancários,ML A-1.br,-,2026-06-09,
2026-06-19,Moody's,BANCO VOTORANTIM,Banco Votorantim S.A. (Banco BV),Rating de Depósitos Bancários,AA+.br,Perspectiva estável,2026-06-09,
2026-06-19,Moody's,BANCO VOTORANTIM,Banco Votorantim S.A. (Banco BV),Rating de Emissor,AA+.br,Perspectiva estável,2026-06-09,
2026-06-19,Moody's,BANCO YAMAHA MOTOR,Banco Yamaha Motor Do Brasil S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-11-14,
2026-06-19,Moody's,BANCO YAMAHA MOTOR,Banco Yamaha Motor Do Brasil S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-11-14,
2026-06-19,Moody's,BANCO YAMAHA MOTOR,Banco Yamaha Motor Do Brasil S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-11-14,
2026-06-19,Moody's,BANCO AMAZONIA,Banco da Amazônia S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-01-26,
2026-06-19,Moody's,BANCO AMAZONIA,Banco da Amazônia S.A.,Rating de Depósitos Bancários,AA+.br,Perspectiva estável,2026-01-26,
2026-06-19,Moody's,BANCO AMAZONIA,Banco da Amazônia S.A.,Rating de Emissor,AA+.br,Perspectiva estável,2026-01-26,
2026-06-19,Moody's,BANCO CHINA,Banco da China Brasil S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-09-08,
2026-06-19,Moody's,BANCO CHINA,Banco da China Brasil S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-09-08,
2026-06-19,Moody's,BANCO CHINA,Banco da China Brasil S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-09-08,
2026-06-19,Moody's,BANCO DESENVOLVIMENTO MINAS GERAIS,Banco de Desenvolvimento de Minas Gerais S.A.,Rating de Emissor,A+.br,Perspectiva positiva,2025-12-17,
2026-06-19,Moody's,BANCO,Banco do Brasil S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-03-04,
2026-06-19,Moody's,BANCO,Banco do Brasil S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2026-03-04,
2026-06-19,Moody's,BANCO,Banco do Brasil S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2026-03-04,
2026-06-19,Moody's,BANCO ESTADO SERGIPE,Banco do Estado de Sergipe S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-01-05,
2026-06-19,Moody's,BANCO ESTADO SERGIPE,Banco do Estado de Sergipe S.A.,Rating de Depósitos Bancários,AA-.br,Perspectiva estável,2026-01-05,
2026-06-19,Moody's,BANCO ESTADO SERGIPE,Banco do Estado de Sergipe S.A.,Rating de Emissor,AA-.br,Perspectiva estável,2026-01-05,
2026-06-19,Moody's,BANCO ESTADO ESPIRITO SANTO,Banco do Estado do Espirito Santo S.A. - Banestes,Rating de Depósitos Bancários,ML A-1.br,-,2025-12-29,
2026-06-19,Moody's,BANCO ESTADO ESPIRITO SANTO,Banco do Estado do Espirito Santo S.A. - Banestes,Rating de Depósitos Bancários,AA.br,Perspectiva positiva,2025-12-29,
2026-06-19,Moody's,BANCO ESTADO ESPIRITO SANTO,Banco do Estado do Espirito Santo S.A. - Banestes,Rating de Emissor,AA.br,Perspectiva positiva,2025-12-29,
2026-06-19,Moody's,BANCO ESTADO PARA,Banco do Estado do Pará S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-07-14,
2026-06-19,Moody's,BANCO ESTADO PARA,Banco do Estado do Pará S.A.,Rating de Depósitos Bancários,AA-.br,Perspectiva estável,2025-07-14,
2026-06-19,Moody's,BANCO ESTADO PARA,Banco do Estado do Pará S.A.,Rating de Emissor,AA-.br,Perspectiva estável,2025-07-14,
2026-06-19,Moody's,BANCO ESTADO RIO GRANDE SUL,Banco do Estado do Rio Grande do Sul S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-05-04,
2026-06-19,Moody's,BANCO ESTADO RIO GRANDE SUL,Banco do Estado do Rio Grande do Sul S.A.,Rating de Depósitos Bancários,AA-.br,Perspectiva positiva,2026-05-04,
2026-06-19,Moody's,BANCO ESTADO RIO GRANDE SUL,Banco do Estado do Rio Grande do Sul S.A.,Rating de Emissor,AA-.br,Perspectiva positiva,2026-05-04,
2026-06-19,Moody's,BANCO NORDESTE,Banco do Nordeste do Brasil S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-02-23,
2026-06-19,Moody's,BANCO NORDESTE,Banco do Nordeste do Brasil S.A.,Rating de Depósitos Bancários,AA+.br,Perspectiva estável,2026-02-23,
2026-06-19,Moody's,BANCO NORDESTE,Banco do Nordeste do Brasil S.A.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-12-18,
2026-06-19,Moody's,BANCO NORDESTE,Banco do Nordeste do Brasil S.A.,Rating de Emissor,AA+.br,Perspectiva estável,2026-02-23,
2026-06-19,Moody's,BANESTES DISTRIBUIDORA TITULOS VALORES MOBILIARIOS,Banestes Distribuidora de Títulos e Valores Mobiliários S.A.,Avaliações de Qualidade de Gestor de Investimentos,MQ3.br,-,2024-10-02,
2026-06-19,Moody's,BRASILPREV SEGUROS PREVIDENCIA,Brasilprev Seguros e Previdência S.A.,Rating de Força Financeira,AAA.br,Perspectiva estável,2025-10-28,
2026-06-19,Moody's,CAIXA DISTRIBUIDORA TITULOS VALORES MOBILIARIOS,CAIXA Distribuidora de Títulos e Valores Mobiliários,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-04-14,
2026-06-19,Moody's,CDHU,CDHU - Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo,Rating de Emissor,BBB+.br,Perspectiva estável,2025-12-22,
2026-06-19,Moody's,COOPERFORTE COOPERATIVA CREDITO INVESTIMENTOS,COOPERFORTE - Cooperativa de Economia e Crédito Mútuo de Funcionários de Instituições Financeiras Públicas Federais Ltda.,Rating de Depósitos Bancários,ML A-1.br,-,2025-08-06,
2026-06-19,Moody's,COOPERFORTE COOPERATIVA CREDITO INVESTIMENTOS,COOPERFORTE - Cooperativa de Economia e Crédito Mútuo de Funcionários de Instituições Financeiras Públicas Federais Ltda.,Rating de Depósitos Bancários,A+.br,Perspectiva estável,2025-08-06,
2026-06-19,Moody's,COOPERFORTE COOPERATIVA CREDITO INVESTIMENTOS,COOPERFORTE - Cooperativa de Economia e Crédito Mútuo de Funcionários de Instituições Financeiras Públicas Federais Ltda.,Rating de Emissor,A+.br,Perspectiva estável,2025-08-06,
2026-06-19,Moody's,CAIXA ECONOMICA FEDERAL,Caixa Economica Federal (CAIXA),Rating de Depósitos Bancários,ML A-1.br,-,2025-12-23,
2026-06-19,Moody's,CAIXA ECONOMICA FEDERAL,Caixa Economica Federal (CAIXA),Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-12-23,
2026-06-19,Moody's,CAIXA ECONOMICA FEDERAL,Caixa Economica Federal (CAIXA),Rating de Emissor,AAA.br,Perspectiva estável,2025-12-23,
2026-06-19,Moody's,CAPITANIA,Capitânia S.A.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2026-01-16,
2026-06-19,Moody's,CHUBB SEGUROS,Chubb Seguros Brasil S.A.,Rating de Força Financeira,AAA.br,Perspectiva estável,2026-06-09,
2026-06-19,Moody's,CIELO,Cielo S.A.,Rating Corporativo,AAA.br,Perspectiva estável,2025-11-19,
2026-06-19,Moody's,COOPERATIVA CENTRAL CREDITO UNICRED,Cooperativa Central de Credito Unicred do Brasil - Unicred do Brasil,Rating de Depósitos Bancários,ML A-2.br,-,2025-08-21,
2026-06-19,Moody's,COOPERATIVA CENTRAL CREDITO UNICRED,Cooperativa Central de Credito Unicred do Brasil - Unicred do Brasil,Rating de Depósitos Bancários,A-.br,Perspectiva estável,2025-08-21,
2026-06-19,Moody's,COOPERATIVA CENTRAL CREDITO UNICRED,Cooperativa Central de Credito Unicred do Brasil - Unicred do Brasil,Rating de Emissor,A-.br,Perspectiva estável,2025-08-21,
2026-06-19,Moody's,COOPERATIVA CENTRAL CREDITO ECONOMIA INTERACAO SOLIDARIA,Cooperativa Central de Crédito e Economia com Interação Solidária – Cresol Central Brasil,Rating de Depósitos Bancários,ML A-2.br,-,2025-12-26,
2026-06-19,Moody's,COOPERATIVA CENTRAL CREDITO ECONOMIA INTERACAO SOLIDARIA,Cooperativa Central de Crédito e Economia com Interação Solidária – Cresol Central Brasil,Rating de Depósitos Bancários,A-.br,Perspectiva estável,2025-12-26,
2026-06-19,Moody's,COOPERATIVA CENTRAL CREDITO ECONOMIA INTERACAO SOLIDARIA,Cooperativa Central de Crédito e Economia com Interação Solidária – Cresol Central Brasil,Rating Corporativo,A-.br,Perspectiva estável,2025-12-26,
2026-06-19,Moody's,COOPERATIVA CREDITO MEDICOS,"Cooperativa de Crédito dos Médicos, Profissionais da Saúde e Empresários de Mato Grosso",Rating de Depósitos Bancários,ML A-1.br,-,2025-07-25,
2026-06-19,Moody's,COOPERATIVA CREDITO MEDICOS,"Cooperativa de Crédito dos Médicos, Profissionais da Saúde e Empresários de Mato Grosso",Rating de Depósitos Bancários,A+.br,Perspectiva estável,2025-07-25,
2026-06-19,Moody's,COOPERATIVA CREDITO MEDICOS,"Cooperativa de Crédito dos Médicos, Profissionais da Saúde e Empresários de Mato Grosso",Rating de Emissor,A+.br,Perspectiva estável,2025-07-25,
2026-06-19,Moody's,CREDISIS,CrediSIS - Central de Cooperativas de Crédito Ltda.,Rating de Depósitos Bancários,ML A-3.br,-,2026-02-25,
2026-06-19,Moody's,CREDISIS,CrediSIS - Central de Cooperativas de Crédito Ltda.,Rating de Depósitos Bancários,BBB.br,Perspectiva estável,2026-02-25,
2026-06-19,Moody's,CREDISIS,CrediSIS - Central de Cooperativas de Crédito Ltda.,Rating de Emissor,BBB.br,Perspectiva estável,2026-02-25,
2026-06-19,Moody's,CRESCERA GESTAO RECURSOS,Crescera Gestão de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-12-09,
2026-06-19,Moody's,DAHLIA CAPITAL GESTAO RECURSOS,Dahlia Capital Gestão de Recursos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-03-04,
2026-06-19,Moody's,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO RECURSOS,Daycoval Asset Management Administração de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-03-27,
2026-06-19,Moody's,FATOR SEGURADORA,Fator Seguradora S.A.,Rating de Força Financeira,A-.br,Perspectiva estável,2026-05-11,
2026-06-19,Moody's,FRANKLIN TEMPLETON,Franklin Templeton Investimentos Brasil Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-11-24,
2026-06-19,Moody's,HDI GLOBAL SEGUROS,HDI Global Seguros S.A.,Rating de Força Financeira,AAA.br,Perspectiva estável,2025-10-22,
2026-06-19,Moody's,HSI GESTORA ATIVOS FINANCEIROS,HSI Gestora de Ativos Financeiros LTDA,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-04-30,
2026-06-19,Moody's,HSI GESTORA FUNDOS IMOBILIARIOS,HSI Gestora de Fundos Imobiliários LTDA,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-04-10,
2026-06-19,Moody's,HSI GESTORA REAL ESTATE PRIVATE EQUITY,HSI Gestora de Real Estate Private Equity LTDA,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-04-10,
2026-06-19,Moody's,HSI GESTORA SPECIAL OPPORTUNITIES,HSI Gestora de Special Opportunities LTDA,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-04-10,
2026-06-19,Moody's,ICBC BANCO MULTIPLO,ICBC do Brasil Banco Múltiplo S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-06-11,
2026-06-19,Moody's,ICBC BANCO MULTIPLO,ICBC do Brasil Banco Múltiplo S.A.,Rating de Depósitos Bancários,AA.br,Perspectiva estável,2025-06-11,
2026-06-19,Moody's,ICBC BANCO MULTIPLO,ICBC do Brasil Banco Múltiplo S.A.,Rating de Emissor,AA.br,Perspectiva estável,2025-06-11,
2026-06-19,Moody's,IBIUNA ACOES GESTAO RECURSOS,Ibiuna Açoes Gestão de Recursos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2024-07-03,
2026-06-19,Moody's,IBIUNA CREDITO GESTAO RECURSOS,Ibiuna Credito Gestão de Recursos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2024-07-03,
2026-06-19,Moody's,IBIUNA MACRO GESTAO RECURSOS,Ibiuna Macro Gestão de Recursos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2024-07-03,
2026-06-19,Moody's,ICATU VANGUARDA GESTAO RECURSOS,Icatu Vanguarda Gestão de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-02-28,
2026-06-19,Moody's,INDIE CAPITAL INVESTIMENTOS,Indie Capital Investimentos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ3.br,-,2025-03-24,
2026-06-19,Moody's,INTEGRAL INVESTIMENTOS,Integral Investimentos LTDA,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-09-09,
2026-06-19,Moody's,INTER ASSET GESTAO RECURSOS,Inter Asset Gestao De Recursos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-04-08,
2026-06-19,Moody's,ITAU SEGUROS,Itau Seguros S.A.,Rating de Força Financeira,AAA.br,Perspectiva estável,2025-06-10,
2026-06-19,Moody's,ITAU UNIBANCO HOLDING,Itaú Unibanco Holding S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-09-03,
2026-06-19,Moody's,ITAU UNIBANCO,Itaú Unibanco S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-09-03,
2026-06-19,Moody's,ITAU UNIBANCO,Itaú Unibanco S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-09-03,
2026-06-19,Moody's,ITAU UNIBANCO,Itaú Unibanco S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-09-03,
2026-06-19,Moody's,ITAUSA,Itaúsa S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-09-05,
2026-06-19,Moody's,LEBLON EQUITIES GESTAO RECURSOS,Leblon Equities Gestão de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-02-13,
2026-06-19,Moody's,MOS GESTAO INVESTIMENTOS,MOS Gestão de Investimentos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ3.br,-,2025-03-18,
2026-06-19,Moody's,MAPFRE INVESTIMENTOS,Mapfre Investimentos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-02-14,
2026-06-19,Moody's,MONGERAL AEGON INVESTIMENTOS,Mongeral Aegon Investimentos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-04-08,
2026-06-19,Moody's,MONGERAL AEGON RENDA VARIAVEL,Mongeral Aegon Renda Variavel Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-04-08,
2026-06-19,Moody's,NAVI CAPITAL,Navi Capital - Administradora e Gestora de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-05-14,
2026-06-19,Moody's,NAVI REAL ESTATE SELECTION,Navi Real Estate Selection - Administradora e Gestora de Recursos Financeiros Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-05-14,
2026-06-19,Moody's,NAVI YIELD ADMINISTRADORA GESTORA RECURSOS FINANCEIROS,Navi Yield Administradora e Gestora de Recursos Financeiros Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-05-14,
2026-06-19,Moody's,NEON FINANCEIRA,"Neon Financeira - Crédito, Financiamento e Investimento S.A.",Rating de Depósitos Bancários,ML A-1.br,-,2025-10-01,
2026-06-19,Moody's,NEON FINANCEIRA,"Neon Financeira - Crédito, Financiamento e Investimento S.A.",Rating de Depósitos Bancários,A-.br,Perspectiva estável,2025-10-01,
2026-06-19,Moody's,NEON FINANCEIRA,"Neon Financeira - Crédito, Financiamento e Investimento S.A.",Rating de Emissor,A-.br,Perspectiva estável,2025-10-01,
2026-06-19,Moody's,NEON PAGAMENTOS,Neon Pagamentos S.A. - Instituição de Pagamentos,Rating de Emissor,A-.br,Perspectiva estável,2025-10-01,
2026-06-19,Moody's,NORTE ASSET MANAGEMENT GESTAO RECURSOS,Norte Asset Management Gestão De Recursos S.A.,Avaliações de Qualidade de Gestor de Investimentos,MQ3.br,-,2025-10-17,
2026-06-19,Moody's,NOVUS CAPITAL GESTORA RECURSOS,Novus Capital Gestora de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ3.br,-,2026-04-06,
2026-06-19,Moody's,NU ASSET MANAGEMENT,Nu Asset Management Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-09-17,
2026-06-19,Moody's,NU FINANCEIRA,Nu Financeira S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-01-23,
2026-06-19,Moody's,NU FINANCEIRA,Nu Financeira S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2026-01-23,
2026-06-19,Moody's,NU FINANCEIRA,Nu Financeira S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2026-01-23,
2026-06-19,Moody's,OCEANA INVESTIMENTOS,Oceana Investimentos,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-02-03,
2026-06-19,Moody's,OURIBANK BANCO MULTIPLO,Ouribank S.A. Banco Múltiplo,Rating de Depósitos Bancários,ML A-1.br,-,2025-08-13,
2026-06-19,Moody's,OURIBANK BANCO MULTIPLO,Ouribank S.A. Banco Múltiplo,Rating de Depósitos Bancários,A.br,Perspectiva positiva,2025-08-13,
2026-06-19,Moody's,OURIBANK BANCO MULTIPLO,Ouribank S.A. Banco Múltiplo,Rating de Emissor,A.br,Perspectiva positiva,2025-08-13,
2026-06-19,Moody's,OXY COMPANHIA HIPOTECARIA,Oxy Companhia Hipotecária S.A.,Rating de Emissor,BBB.br,Perspectiva estável,2026-05-29,
2026-06-19,Moody's,PERFIN EQUITIES ADMINISTRACAO RECURSOS,Perfin Equities Administração de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ3.br,-,2024-08-21,
2026-06-19,Moody's,PERFIN INFRA ADMINISTRACAO RECURSOS,Perfin Infra Administração de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2024-08-19,
2026-06-19,Moody's,PICPAY BANK,PicPay Bank - Banco Múltiplo S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2026-05-14,
2026-06-19,Moody's,PICPAY BANK,PicPay Bank - Banco Múltiplo S.A.,Rating de Depósitos Bancários,AA-.br,Perspectiva estável,2026-05-14,
2026-06-19,Moody's,PICPAY BANK,PicPay Bank - Banco Múltiplo S.A.,Rating de Emissor,AA-.br,Perspectiva estável,2026-05-14,
2026-06-19,Moody's,POLO CAPITAL GESTAO RECURSOS,Polo Capital Gestão De Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-10-06,
2026-06-19,Moody's,PRINCIPAL ASSET MANAGEMENT,Principal Asset Management Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-02-11,
2026-06-19,Moody's,QISTA,"Qista S.A. - Crédito, Financiamento e Investimento",Rating de Depósitos Bancários,ML B.br,-,2026-06-03,
2026-06-19,Moody's,QISTA,"Qista S.A. - Crédito, Financiamento e Investimento",Rating de Depósitos Bancários,BB-.br,Perspectiva negativa,2026-06-03,
2026-06-19,Moody's,QISTA,"Qista S.A. - Crédito, Financiamento e Investimento",Rating de Emissor,BB-.br,Perspectiva negativa,2026-06-03,
2026-06-19,Moody's,RBR GESTAO RECURSOS,RBR Gestão de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-01-15,
2026-06-19,Moody's,RBR PRIVATE EQUITY GESTAO RECURSOS,RBR Private Equity Gestão de Recursos Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2026-01-15,
2026-06-19,Moody's,REAL INVESTOR ASSET MANAGEMENT,Real Investor Asset Management Ltda,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-01-14,
2026-06-19,Moody's,RIZA ALLOCATION GESTORA RECURSOS,Riza Allocation Gestora de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-09-19,
2026-06-19,Moody's,RIZA GESTORA RECURSOS,Riza Gestora de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-09-19,
2026-06-19,Moody's,RIZA LIQUIDOS GESTORA RECURSOS,Riza Líquidos Gestora de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-09-19,
2026-06-19,Moody's,RIZA SECURITIZACAO CARTEIRAS GESTORA RECURSOS,Riza Securitização e Carteiras Gestora de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ2.br,-,2025-09-19,
2026-06-19,Moody's,SPX GESTAO RECURSOS,SPX Gestão de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2026-04-15,
2026-06-19,Moody's,SAFRA ASSET CORRETORA TITULOS VALORES MOBILIARIOS,Safra Asset Corretora de Títulos e Valores Mobiliários S.A.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2026-05-14,
2026-06-19,Moody's,SAFRA DISTRIBUIDORA TITULOS VALORES MOBILIARIOS,Safra Distribuidora de Títulos e Valores Mobiliários Ltda. S.A.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2026-05-14,
2026-06-19,Moody's,SANTANDER GESTAO RECURSOS,Santander Brasil Gestão de Recursos Ltda.,Avaliações de Qualidade de Gestor de Investimentos,MQ1.br,-,2025-03-25,
2026-06-19,Moody's,SCANIA BANCO,Scania Banco S.A.,Rating de Depósitos Bancários,ML A-1.br,-,2025-10-13,
2026-06-19,Moody's,SCANIA BANCO,Scania Banco S.A.,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-10-13,
2026-06-19,Moody's,SCANIA BANCO,Scania Banco S.A.,Rating de Emissor,AAA.br,Perspectiva estável,2025-10-13,
2026-06-19,Moody's,SCOTIABANK BANCO MULTIPLO,Scotiabank Brasil S.A. Banco Múltiplo,Rating de Depósitos Bancários,ML A-1.br,-,2025-12-26,
2026-06-19,Moody's,SCOTIABANK BANCO MULTIPLO,Scotiabank Brasil S.A. Banco Múltiplo,Rating de Depósitos Bancários,AAA.br,Perspectiva estável,2025-12-26,
